Id problem,Weights,Prices,Capacity,Best picks,Best price,Average Weights,Average Prices,Cost function,Constraint,Problem
9439,"[19, 32, 21, 20, 2]","[1, 18, 17, 1, 17]",89,"[1, 1, 1, 1, 1]",53.74999999994581,18.8,10.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [19, 32, 21, 20, 2], 'prices': [1, 18, 17, 1, 17], 'capacity': 89}"
9440,"[22, 45, 34, 17, 30]","[9, 7, 8, 3, 15]",41,"[1, 0, 0, 0, 1]",19.500000000007937,29.6,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [22, 45, 34, 17, 30], 'prices': [9, 7, 8, 3, 15], 'capacity': 41}"
9441,"[1, 5, 44, 27, 37]","[19, 2, 4, 4, 3]",19,"[1, 1, 0, 0, 0]",22.925925925925895,22.8,6.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [1, 5, 44, 27, 37], 'prices': [19, 2, 4, 4, 3], 'capacity': 19}"
9442,"[43, 45, 30, 15, 34]","[11, 12, 12, 3, 19]",50,"[0, 0, 1, 0, 1]",25.400000000069593,33.4,11.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [43, 45, 30, 15, 34], 'prices': [11, 12, 12, 3, 19], 'capacity': 50}"
9443,"[36, 18, 19, 13, 2]","[13, 11, 4, 1, 12]",81,"[1, 1, 1, 0, 1]",40.46153846152116,17.6,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [36, 18, 19, 13, 2], 'prices': [13, 11, 4, 1, 12], 'capacity': 81}"
9444,"[3, 35, 32, 45, 49]","[7, 3, 12, 15, 4]",43,"[1, 0, 1, 0, 0]",21.66666666654892,32.8,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 35, 32, 45, 49], 'prices': [7, 3, 12, 15, 4], 'capacity': 43}"
9445,"[31, 39, 41, 15, 9]","[13, 17, 10, 6, 11]",92,"[1, 1, 0, 1, 1]",46.19999999986026,27.0,11.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [31, 39, 41, 15, 9], 'prices': [13, 17, 10, 6, 11], 'capacity': 92}"
9446,"[29, 43, 31, 26, 2]","[10, 19, 3, 17, 14]",63,"[0, 1, 0, 1, 1]",46.465116279151744,26.2,12.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 43, 31, 26, 2], 'prices': [10, 19, 3, 17, 14], 'capacity': 63}"
9447,"[24, 37, 26, 30, 14]","[18, 6, 16, 4, 16]",97,"[1, 1, 1, 0, 1]",55.351351351383286,26.2,12.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [24, 37, 26, 30, 14], 'prices': [18, 6, 16, 4, 16], 'capacity': 97}"
9448,"[20, 32, 40, 13, 13]","[1, 12, 12, 8, 15]",84,"[0, 1, 1, 1, 1]",42.80000000000956,23.6,9.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [20, 32, 40, 13, 13], 'prices': [1, 12, 12, 8, 15], 'capacity': 84}"
9449,"[18, 10, 18, 32, 26]","[7, 1, 5, 6, 6]",73,"[1, 0, 1, 0, 1]",20.062500000000455,20.8,5.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [18, 10, 18, 32, 26], 'prices': [7, 1, 5, 6, 6], 'capacity': 73}"
9450,"[12, 22, 17, 46, 45]","[1, 4, 16, 18, 14]",27,"[0, 0, 1, 0, 0]",19.91304347808496,28.4,10.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [12, 22, 17, 46, 45], 'prices': [1, 4, 16, 18, 14], 'capacity': 27}"
9451,"[26, 37, 1, 3, 22]","[14, 1, 6, 3, 13]",18,"[0, 0, 1, 1, 1]",17.272727272718797,17.8,7.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [26, 37, 1, 3, 22], 'prices': [14, 1, 6, 3, 13], 'capacity': 18}"
9452,"[12, 47, 30, 3, 39]","[15, 15, 6, 9, 9]",63,"[1, 1, 0, 1, 0]",39.23076923076452,26.2,10.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [12, 47, 30, 3, 39], 'prices': [15, 15, 6, 9, 9], 'capacity': 63}"
9453,"[32, 25, 35, 43, 34]","[10, 2, 9, 12, 9]",55,"[1, 0, 0, 1, 0]",16.418604651089915,33.8,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [32, 25, 35, 43, 34], 'prices': [10, 2, 9, 12, 9], 'capacity': 55}"
9454,"[4, 4, 4, 15, 12]","[19, 11, 2, 16, 14]",30,"[1, 1, 0, 1, 1]",54.666666666685906,7.8,12.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [4, 4, 4, 15, 12], 'prices': [19, 11, 2, 16, 14], 'capacity': 30}"
9455,"[43, 49, 48, 26, 7]","[15, 12, 1, 17, 11]",26,"[0, 0, 0, 1, 1]",23.423076923325745,34.6,11.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [43, 49, 48, 26, 7], 'prices': [15, 12, 1, 17, 11], 'capacity': 26}"
9456,"[22, 47, 39, 26, 16]","[12, 8, 3, 19, 10]",37,"[0, 0, 0, 1, 1]",25.875000000050818,30.0,10.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [22, 47, 39, 26, 16], 'prices': [12, 8, 3, 19, 10], 'capacity': 37}"
9457,"[43, 49, 4, 26, 9]","[9, 12, 15, 13, 2]",64,"[0, 1, 1, 1, 0]",36.32653061207493,26.2,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [43, 49, 4, 26, 9], 'prices': [9, 12, 15, 13, 2], 'capacity': 64}"
9458,"[19, 24, 45, 34, 30]","[11, 2, 14, 10, 6]",35,"[1, 0, 0, 0, 0]",15.977777777848262,30.4,8.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [19, 24, 45, 34, 30], 'prices': [11, 2, 14, 10, 6], 'capacity': 35}"
9459,"[11, 30, 40, 21, 8]","[13, 19, 8, 8, 10]",15,"[1, 0, 0, 0, 1]",18.272727272683838,22.0,11.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [11, 30, 40, 21, 8], 'prices': [13, 19, 8, 8, 10], 'capacity': 15}"
9460,"[30, 38, 46, 27, 16]","[13, 10, 19, 14, 19]",87,"[1, 0, 0, 1, 1]",51.7826086955714,31.4,15.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [30, 38, 46, 27, 16], 'prices': [13, 10, 19, 14, 19], 'capacity': 87}"
9461,"[3, 14, 42, 44, 46]","[13, 3, 17, 17, 4]",81,"[1, 0, 1, 1, 0]",43.90909090896652,29.8,10.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [3, 14, 42, 44, 46], 'prices': [13, 3, 17, 17, 4], 'capacity': 81}"
9462,"[5, 16, 38, 30, 40]","[5, 10, 16, 2, 16]",59,"[1, 1, 1, 0, 0]",31.000000000385526,25.8,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [5, 16, 38, 30, 40], 'prices': [5, 10, 16, 2, 16], 'capacity': 59}"
9463,"[46, 2, 38, 20, 45]","[5, 8, 17, 5, 14]",84,"[0, 1, 1, 0, 1]",38.68888888883445,30.2,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [46, 2, 38, 20, 45], 'prices': [5, 8, 17, 5, 14], 'capacity': 84}"
9464,"[2, 27, 24, 33, 49]","[19, 17, 6, 3, 11]",94,"[1, 1, 1, 0, 1]",51.20408163247042,27.0,11.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [2, 27, 24, 33, 49], 'prices': [19, 17, 6, 3, 11], 'capacity': 94}"
9465,"[45, 4, 16, 1, 9]","[15, 1, 11, 7, 8]",66,"[1, 0, 1, 1, 1]",39.33333333336188,15.0,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [45, 4, 16, 1, 9], 'prices': [15, 1, 11, 7, 8], 'capacity': 66}"
9466,"[29, 37, 21, 22, 39]","[5, 6, 2, 16, 7]",63,"[0, 0, 0, 1, 1]",23.34482758623027,29.6,7.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 37, 21, 22, 39], 'prices': [5, 6, 2, 16, 7], 'capacity': 63}"
9467,"[27, 14, 48, 31, 20]","[17, 10, 14, 12, 19]",75,"[1, 1, 0, 0, 1]",51.419354838360526,28.0,14.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [27, 14, 48, 31, 20], 'prices': [17, 10, 14, 12, 19], 'capacity': 75}"
9468,"[12, 27, 5, 37, 42]","[1, 16, 4, 4, 15]",92,"[0, 1, 1, 0, 1]",36.9459459459194,24.6,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [12, 27, 5, 37, 42], 'prices': [1, 16, 4, 4, 15], 'capacity': 92}"
9469,"[9, 36, 16, 31, 3]","[9, 3, 15, 15, 16]",69,"[1, 0, 1, 1, 1]",55.833333333334984,19.0,11.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [9, 36, 16, 31, 3], 'prices': [9, 3, 15, 15, 16], 'capacity': 69}"
9470,"[11, 23, 7, 19, 1]","[10, 7, 2, 16, 5]",22,"[1, 0, 0, 1, 1]",23.42105263161949,12.2,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [11, 23, 7, 19, 1], 'prices': [10, 7, 2, 16, 5], 'capacity': 22}"
9471,"[15, 23, 23, 49, 30]","[19, 16, 11, 6, 12]",89,"[1, 1, 1, 0, 1]",57.19999999998168,28.0,12.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [15, 23, 23, 49, 30], 'prices': [19, 16, 11, 6, 12], 'capacity': 89}"
9472,"[24, 37, 21, 36, 28]","[16, 5, 16, 10, 14]",54,"[1, 0, 1, 0, 0]",36.500000000013074,29.2,12.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [24, 37, 21, 36, 28], 'prices': [16, 5, 16, 10, 14], 'capacity': 54}"
9473,"[22, 33, 5, 19, 1]","[16, 6, 12, 19, 16]",44,"[1, 0, 1, 1, 1]",60.81818181825669,16.0,13.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [22, 33, 5, 19, 1], 'prices': [16, 6, 12, 19, 16], 'capacity': 44}"
9474,"[42, 36, 47, 28, 40]","[8, 6, 14, 1, 12]",81,"[0, 0, 1, 0, 1]",24.212765957407427,38.6,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [42, 36, 47, 28, 40], 'prices': [8, 6, 14, 1, 12], 'capacity': 81}"
9475,"[7, 36, 1, 24, 10]","[14, 15, 6, 2, 15]",59,"[1, 1, 1, 0, 1]",50.41666666666717,15.6,10.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [7, 36, 1, 24, 10], 'prices': [14, 15, 6, 2, 15], 'capacity': 59}"
9476,"[47, 29, 31, 44, 9]","[18, 15, 8, 6, 13]",79,"[1, 1, 0, 0, 1]",43.702127659408376,32.0,12.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [47, 29, 31, 44, 9], 'prices': [18, 15, 8, 6, 13], 'capacity': 79}"
9477,"[21, 25, 35, 11, 20]","[5, 3, 17, 15, 15]",35,"[0, 0, 0, 1, 1]",31.942857142865154,22.4,11.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [21, 25, 35, 11, 20], 'prices': [5, 3, 17, 15, 15], 'capacity': 35}"
9478,"[41, 10, 8, 18, 3]","[7, 10, 4, 15, 9]",77,"[1, 1, 1, 1, 1]",44.48780487804926,16.0,9.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [41, 10, 8, 18, 3], 'prices': [7, 10, 4, 15, 9], 'capacity': 77}"
9479,"[37, 31, 34, 11, 13]","[10, 18, 4, 5, 1]",72,"[1, 1, 0, 1, 0]",31.108108108043282,25.2,7.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 31, 34, 11, 13], 'prices': [10, 18, 4, 5, 1], 'capacity': 72}"
9480,"[30, 27, 11, 17, 40]","[4, 8, 4, 11, 12]",63,"[0, 0, 1, 1, 1]",25.500000000261455,25.0,7.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [30, 27, 11, 17, 40], 'prices': [4, 8, 4, 11, 12], 'capacity': 63}"
9481,"[43, 32, 14, 8, 48]","[18, 1, 4, 11, 15]",75,"[1, 0, 0, 1, 0]",36.49999999988452,29.0,9.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [43, 32, 14, 8, 48], 'prices': [18, 1, 4, 11, 15], 'capacity': 75}"
9482,"[27, 13, 33, 47, 35]","[17, 9, 1, 2, 1]",89,"[1, 1, 0, 1, 0]",28.060606060604524,31.0,6.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [27, 13, 33, 47, 35], 'prices': [17, 9, 1, 2, 1], 'capacity': 89}"
9483,"[37, 31, 5, 45, 13]","[4, 10, 14, 16, 7]",64,"[0, 0, 1, 1, 1]",37.32258064513483,26.2,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [37, 31, 5, 45, 13], 'prices': [4, 10, 14, 16, 7], 'capacity': 64}"
9484,"[42, 5, 17, 38, 12]","[6, 16, 15, 11, 14]",40,"[0, 1, 1, 0, 1]",46.736842105275144,22.8,12.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [42, 5, 17, 38, 12], 'prices': [6, 16, 15, 11, 14], 'capacity': 40}"
9485,"[1, 7, 45, 20, 19]","[5, 8, 3, 4, 14]",41,"[1, 1, 0, 1, 1]",29.79999999999963,18.4,6.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [1, 7, 45, 20, 19], 'prices': [5, 8, 3, 4, 14], 'capacity': 41}"
9486,"[33, 41, 37, 17, 24]","[13, 4, 11, 4, 8]",24,"[1, 0, 0, 0, 0]",9.454545454532722,30.4,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [33, 41, 37, 17, 24], 'prices': [13, 4, 11, 4, 8], 'capacity': 24}"
9487,"[36, 14, 49, 26, 8]","[11, 11, 13, 9, 6]",31,"[0, 1, 0, 0, 1]",20.115384615353783,26.6,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [36, 14, 49, 26, 8], 'prices': [11, 11, 13, 9, 6], 'capacity': 31}"
9488,"[36, 31, 24, 47, 38]","[15, 7, 12, 5, 9]",15,"[0, 0, 1, 0, 0]",7.499999999997463,35.2,9.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [36, 31, 24, 47, 38], 'prices': [15, 7, 12, 5, 9], 'capacity': 15}"
9489,"[32, 42, 37, 43, 16]","[13, 11, 1, 2, 1]",22,"[1, 0, 0, 0, 0]",8.937499999977346,34.0,5.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [32, 42, 37, 43, 16], 'prices': [13, 11, 1, 2, 1], 'capacity': 22}"
9490,"[29, 41, 47, 9, 10]","[14, 19, 9, 9, 4]",39,"[1, 0, 0, 1, 0]",23.463414634467537,27.2,11.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [29, 41, 47, 9, 10], 'prices': [14, 19, 9, 9, 4], 'capacity': 39}"
9491,"[28, 29, 38, 9, 20]","[2, 19, 2, 9, 10]",17,"[0, 0, 0, 1, 0]",14.241379310373647,24.8,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [28, 29, 38, 9, 20], 'prices': [2, 19, 2, 9, 10], 'capacity': 17}"
9492,"[24, 20, 12, 48, 41]","[14, 18, 3, 16, 6]",62,"[1, 1, 0, 0, 0]",37.999999999949225,29.0,11.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [24, 20, 12, 48, 41], 'prices': [14, 18, 3, 16, 6], 'capacity': 62}"
9493,"[33, 21, 33, 26, 39]","[19, 17, 18, 10, 17]",15,"[0, 1, 0, 0, 0]",12.142857142692943,30.4,16.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [33, 21, 33, 26, 39], 'prices': [19, 17, 18, 10, 17], 'capacity': 15}"
9494,"[32, 30, 3, 17, 42]","[12, 16, 12, 16, 15]",46,"[0, 1, 1, 1, 0]",41.866666666807234,24.8,14.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [32, 30, 3, 17, 42], 'prices': [12, 16, 12, 16, 15], 'capacity': 46}"
9495,"[14, 13, 17, 15, 1]","[19, 7, 1, 18, 18]",98,"[1, 1, 1, 1, 1]",63.0,12.0,12.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [14, 13, 17, 15, 1], 'prices': [19, 7, 1, 18, 18], 'capacity': 98}"
9496,"[19, 4, 14, 7, 48]","[9, 6, 8, 4, 13]",54,"[1, 1, 1, 1, 0]",29.708333333356226,18.4,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [19, 4, 14, 7, 48], 'prices': [9, 6, 8, 4, 13], 'capacity': 54}"
9497,"[21, 9, 41, 49, 11]","[7, 16, 12, 13, 9]",80,"[1, 1, 1, 0, 1]",43.41463414629848,26.2,11.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [21, 9, 41, 49, 11], 'prices': [7, 16, 12, 13, 9], 'capacity': 80}"
9498,"[11, 30, 15, 30, 9]","[9, 3, 8, 11, 8]",91,"[1, 1, 1, 1, 1]",38.599999999998154,19.0,7.8,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [11, 30, 15, 30, 9], 'prices': [9, 3, 8, 11, 8], 'capacity': 91}"
9499,"[39, 25, 44, 28, 1]","[16, 15, 1, 4, 4]",27,"[0, 1, 0, 0, 1]",19.410256410272837,27.4,8.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [39, 25, 44, 28, 1], 'prices': [16, 15, 1, 4, 4], 'capacity': 27}"
9500,"[23, 33, 15, 20, 13]","[16, 5, 6, 6, 13]",36,"[1, 0, 0, 0, 1]",29.00000000000767,20.8,9.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [23, 33, 15, 20, 13], 'prices': [16, 5, 6, 6, 13], 'capacity': 36}"
9501,"[19, 29, 41, 49, 1]","[4, 1, 11, 14, 3]",38,"[0, 0, 0, 1, 1]",13.571428571571344,27.8,6.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [19, 29, 41, 49, 1], 'prices': [4, 1, 11, 14, 3], 'capacity': 38}"
9502,"[30, 31, 3, 4, 49]","[13, 7, 18, 9, 4]",66,"[1, 1, 1, 1, 0]",46.5483870967093,23.4,10.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [30, 31, 3, 4, 49], 'prices': [13, 7, 18, 9, 4], 'capacity': 66}"
9503,"[4, 2, 18, 12, 14]","[9, 4, 17, 10, 5]",39,"[1, 1, 1, 1, 0]",41.07142857142841,10.0,9.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [4, 2, 18, 12, 14], 'prices': [9, 4, 17, 10, 5], 'capacity': 39}"
9504,"[11, 6, 5, 17, 37]","[12, 16, 9, 9, 2]",20,"[1, 1, 1, 0, 0]",34.81818181815997,15.2,9.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [11, 6, 5, 17, 37], 'prices': [12, 16, 9, 9, 2], 'capacity': 20}"
9505,"[49, 21, 16, 10, 25]","[5, 2, 2, 13, 19]",30,"[0, 0, 0, 1, 1]",28.19999999979042,24.2,8.2,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [49, 21, 16, 10, 25], 'prices': [5, 2, 2, 13, 19], 'capacity': 30}"
9506,"[33, 34, 18, 43, 32]","[4, 2, 5, 7, 2]",64,"[0, 0, 1, 1, 0]",12.36363636363489,32.0,4.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [33, 34, 18, 43, 32], 'prices': [4, 2, 5, 7, 2], 'capacity': 64}"
9507,"[8, 4, 48, 3, 18]","[14, 18, 14, 11, 13]",91,"[1, 1, 1, 1, 1]",70.0,16.2,14.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [8, 4, 48, 3, 18], 'prices': [14, 18, 14, 11, 13], 'capacity': 91}"
9508,"[8, 28, 18, 19, 44]","[12, 3, 11, 5, 17]",47,"[1, 0, 1, 0, 0]",31.113636363648972,23.4,9.6,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [8, 28, 18, 19, 44], 'prices': [12, 3, 11, 5, 17], 'capacity': 47}"
9509,"[43, 49, 8, 46, 41]","[9, 18, 5, 2, 13]",75,"[0, 1, 1, 0, 0]",28.70731707306382,37.4,9.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [43, 49, 8, 46, 41], 'prices': [9, 18, 5, 2, 13], 'capacity': 75}"
9510,"[33, 27, 33, 26, 13]","[18, 12, 10, 8, 12]",38,"[1, 0, 0, 0, 1]",25.63636363638213,26.4,12.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [33, 27, 33, 26, 13], 'prices': [18, 12, 10, 8, 12], 'capacity': 38}"
9511,"[14, 18, 28, 23, 42]","[7, 11, 15, 5, 12]",79,"[1, 1, 1, 0, 0]",38.42857142840133,25.0,10.0,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [14, 18, 28, 23, 42], 'prices': [7, 11, 15, 5, 12], 'capacity': 79}"
9512,"[28, 5, 41, 14, 7]","[18, 16, 13, 18, 17]",63,"[1, 1, 0, 1, 1]",71.85365853659155,19.0,16.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [28, 5, 41, 14, 7], 'prices': [18, 16, 13, 18, 17], 'capacity': 63}"
9513,"[10, 11, 45, 34, 37]","[9, 14, 4, 13, 12]",62,"[1, 1, 0, 1, 0]",38.27027027025224,27.4,10.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [10, 11, 45, 34, 37], 'prices': [9, 14, 4, 13, 12], 'capacity': 62}"
9514,"[13, 42, 21, 41, 11]","[12, 14, 7, 5, 4]",50,"[1, 0, 1, 0, 1]",24.666666666662493,25.6,8.4,Maximize sum(Prices[i] * x[i] for i in range(num_items)),Sum(Weights[i] * x[i] for i in range(num_items)) <= Capacity,"{'weights': [13, 42, 21, 41, 11], 'prices': [12, 14, 7, 5, 4], 'capacity': 50}"
